NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
275,E1720100443111,扇台小学校,石川県金沢市馬替1-34,1,,,36.5227621,136.625436,
276,E1720100447111,湖南公民館,石川県金沢市八田町東1459-1,1,,,36.63313925,136.6860875,
277,E1720100449111,押野小学校,石川県金沢市八日市1-175,1,,,36.545862,136.609351,
278,E1720100450111,押野公民館,石川県金沢市八日市2-464,1,,,36.54604761,136.6085786,
279,E1720100454111,西南部小学校,石川県金沢市八日市出町304,1,,,36.55584761,136.6082487,
280,E1720100456111,北陸学院高校,石川県金沢市飛梅町1-10,1,,,36.55931295,136.6669678,
281,E1720100458111,紫錦台中学校,石川県金沢市飛梅町3-30,1,,,36.55800258,136.6687807,
282,E1720100462111,瓢箪町公民館,石川県金沢市彦三2-10-5,,,,36.57577223,136.6573991,
283,E1720100463111,中央公民館彦三館,石川県金沢市彦三町1-15-5,1,,,36.574714180001,136.65955864466,
284,E1720100466111,俵公民館,石川県金沢市俵町ツ63-2,1,,,36.53439134,136.725048,
285,E1720100468111,俵芸術交流スタジオ,石川県金沢市俵町ヘ乙22,1,,,36.53429257,136.72367,
286,E1720100469111,明成小学校,石川県金沢市瓢箪町5-48,1,,,36.57681177,136.6572885,
287,E1720100471111,不動寺小学校,石川県金沢市不動寺町イ33,1,,,36.60856275,136.7083715,
288,E1720100472111,薬師谷公民館,石川県金沢市不動寺町イ34-1,1,,,36.60805464,136.7086834,
289,E1720100484111,安原公民館,石川県金沢市福増町北1067,1,,,36.56788943,136.5803639,
290,E1720100485111,安原小学校,石川県金沢市福増町北1087,1,,,36.56697,136.579381,
291,E1720100487111,キゴ山ふれあい研修センターこども交流棟,石川県金沢市平等本町カ13-1,1,,,36.51797256,136.7429247,
292,E1720100489111,金沢大学附属中学校,石川県金沢市平和町1-1-15,1,,,36.53749571,136.6656569,
293,E1720100489112,金沢大学附属小学校,石川県金沢市平和町1-1-15,1,,,36.53671885,136.665952,
294,E1720100489113,金沢大学附属高校,石川県金沢市平和町1-1-15,1,,,36.53871218,136.6641995,
295,E1720100493111,米泉小学校,石川県金沢市米泉町4-133-2,1,,,36.54574359,136.6281777,
296,E1720100495111,金沢伏見高校,石川県金沢市米泉町5-85,1,,,36.549195,136.627877,
297,E1720100496111,米泉公民館,石川県金沢市米泉町8-126,1,,,36.55053794,136.6264888,
298,E1720100497112,内川小学校,石川県金沢市別所町ヰ18,,,,36.504468,136.676,
299,E1720100497111,内川中学校,石川県金沢市別所町ヰ18,,,,36.504322,136.6760192,
300,E1720100502111,いしかわ子ども交流センター,石川県金沢市法島町11-8,1,,,36.54596678,136.6633576,
301,E1720100594111,芳斎公民館,石川県金沢市芳斉2-3-43,1,,,36.572117,136.648943,
302,E1720100595111,金沢市立長町中学校芳斎分校・中央小学校芳斎分校,石川県金沢市芳斉2-3-8,1,,,36.572497,136.649421,
303,E1720100508111,諸江町小学校,石川県金沢市北安江2-25-1,1,,,36.58863496,136.647934,
304,E1720100511111,金沢勤労者プラザ,石川県金沢市北安江3-2-20,1,,,36.58314476,136.6465801,
305,E1720100515111,二塚公民館,石川県金沢市北塚町西98,1,,,36.57274608,136.5971755,
306,E1720100517111,遊学館高校,石川県金沢市本多町2-2-3,1,,,36.55548772,136.661214,
307,E1720100519111,県立工業高校,石川県金沢市本多町2-3-6,1,,,36.55609278,136.6622834,
308,E1720100523111,金沢学院大学附属高校,石川県金沢市末町10,1,,,36.514198,136.695483,
309,E1720100523112,金沢学院大学,石川県金沢市末町10,1,,,36.51734926,136.6954533,
310,E1720100524111,犀生中学校,石川県金沢市末町10-4,1,,,36.514617,136.699816,
311,E1720100527111,犀川小学校,石川県金沢市末町2-148,1,,,36.51148505,136.6980626,
312,E1720100529111,犀川公民館,石川県金沢市末町6-67-1,1,,,36.51690805,136.688191,
313,E1720100531111,金沢辰巳丘高校,石川県金沢市末町ニ18,1,,,36.52031251,136.6913658,
314,E1720100542111,城北市民体育館,石川県金沢市鳴和2-10-44,1,,,36.58749431,136.6699115,
315,E1720100543111,鳴和中学校,石川県金沢市鳴和2-10-60,1,,,36.58673713,136.6714629,
316,E1720100547111,鳴和台市民体育会館,石川県金沢市鳴和台285,1,,,36.57702167,136.6792616,
317,E1720100550111,木曳野小学校,石川県金沢市木曳野1-1,1,,,36.59778808,136.6036563,
318,E1720100551111,城西市民体育館,石川県金沢市木曳野1-3,1,,,36.5979662,136.6029913,
319,E1720100557112,旧野町小学校,石川県金沢市野町3-11-1,1,,,36.55282538,136.6481028,
320,E1720100557111,野町公民館,石川県金沢市野町3-11-1,1,,,36.553143,136.647406,
321,E1720100563111,泉中学校,石川県金沢市弥生1-26-1,1,,,36.54923407,136.6454383,
322,E1720100563112,泉小学校,石川県金沢市弥生1-26-1,1,,,36.54972789,136.6463718,
323,E1720100565111,弥生公民館,石川県金沢市弥生1-29-13,1,,,36.54936094,136.6446655,
324,E1720100568111,森本中学校,石川県金沢市弥勒町ヨ22,1,,,36.61585074,136.6915604,
325,E1720100569111,森本市民体育館,石川県金沢市弥勒町ヨ50-1,1,,,36.61582909,136.6925308,
326,E1720100571111,三和小学校,石川県金沢市矢木1-74,1,,,36.55799981,136.5967497,
327,E1720100577111,南小立野小学校,石川県金沢市涌波2-5-1,1,,,36.537336,136.681568,
328,E1720100579111,夕日寺公民館,石川県金沢市夕日寺町ロ35,1,,,36.57264161,136.705598,
329,E1720100580111,金沢二水高校,石川県金沢市緑が丘20-15,1,,,36.54106419,136.6582053,
330,E1720100581111,泉野小学校,石川県金沢市緑が丘4-64,1,,,36.54222617,136.6542223,
331,E1720100583111,新竪町公民館,石川県金沢市鱗町62,1,,,36.55589341,136.6569,
332,E1746100001111,旭ヶ丘婦人ホーム,石川県穴水町字旭ケ丘に17,,,,37.223915491724,136.98330168101,
333,E1746100002111,伊久留集会所,石川県穴水町字伊久留ヨ6,1,,,37.278108158119,136.9813701717,
334,E1746100005111,諸橋公民館,石川県穴水町字宇加川イ142,1,,,37.224705607751,137.06575751238,
335,E1746100006111,宇加川集会所,石川県穴水町字宇加川ル61,1,,,37.225464487433,137.06693991731,
336,E1746100008111,宇留地地区集会所,石川県穴水町字宇留地ツ101-1,1,,,37.230345853539,136.87948751685,
337,E1746100011111,沖波集会所,石川県穴水町字沖波ホ338,1,,,37.208882041029,137.05694374438,
338,E1746100013111,乙ヶ崎集会所,石川県穴水町字乙ケ崎ホ43,,,,37.22063514052,136.90737810558,
339,E1746100017111,下唐川集会所,石川県穴水町字下唐川へ18-1,,,,37.247723287544,136.85993927236,
340,E1746100021111,岩車集会所,石川県穴水町字岩車チ141,1,,,37.216276574685,136.95428310607,
341,E1746100026111,古君集会所,石川県穴水町字古君ハ47,,,,37.235845745022,137.07172583742,
342,E1746100028111,甲地区生涯学習センター,石川県穴水町字甲レ155,1,,,37.20582724457,137.02479397465,
343,E1746100032111,此木集会所,石川県穴水町字此木10-75,,,,37.244020463974,136.90080239326,
344,E1746100034111,島崎地区集会所,石川県穴水町字根木イ103,1,,,37.19646488333,136.90903452677,
345,E1746100037111,山中集会所,石川県穴水町字山中ル15,1,,,37.233508214736,137.01288162931,
346,E1746100039121,朱鷺の苑,石川県穴水町字志ケ浦15-1-3,1,,高齢者,37.202563769441,136.89908381576,
347,E1746100041111,志ヶ浦コミュニティセンター,石川県穴水町字志ケ浦い36,1,,,37.204046188089,136.90756424264,
348,E1746100044111,鹿島地区コミュニティセンター,石川県穴水町字鹿島33-1,,,,37.18480947504,136.89889774562,
349,E1746100048111,旧鹿波小学校,石川県穴水町字鹿波54-95-1,,,,37.202334167322,136.988191472,
350,E1746100049111,鹿波集会所,石川県穴水町字鹿波55-196,,,,37.202290433173,136.98560816586,
351,E1746100051111,上中集会所,石川県穴水町字上中7-60,1,,,37.240341150951,136.81753261533,
352,E1746100053111,新崎地区集会所,石川県穴水町字新崎2-144,,,,37.202021928366,136.9252199136,
353,E1746100054111,瑞鳳集会所,石川県穴水町字瑞鳳い58,1,,,37.248660928833,136.95376075572,
354,E1746100056111,菅谷樟谷地区活性化施設,石川県穴水町字菅谷い56,,,,37.292046265189,136.98302032013,
355,E1746100060111,穴水町林業センター,石川県穴水町字川島サ29,1,,,37.231105789746,136.9099887859,
356,E1746100063111,穴水町保健センター,石川県穴水町字川島タ38,1,,,37.233405675635,136.91024989902,
357,E1746100063112,穴水町老人保健施設,石川県穴水町字川島タ38,1,,,37.233414227634,136.91010405388,
358,E1746100066111,穴水町あすなろ広場,石川県穴水町字川島ツ127-1,,,,37.226415481024,136.91304159744,
359,E1746100069111,穴水町役場,石川県穴水町字川島ラ174,1,,,37.230956256779,136.91239309426,
360,E1746100070111,歴史民俗資料館,石川県穴水町字川島ラ197-15,,,,37.228077796028,136.91590045754,
361,E1746100071111,キャッスル真名井,石川県穴水町字川島井61-1,1,,,37.222908325036,136.91799791066,
362,E1746100074111,前波集会所,石川県穴水町字前波ホ177-1,1,,,37.219409300845,137.06753204533,
363,E1746100076111,曽福集会所,石川県穴水町字曽福チ71,,,,37.174551220135,136.89362958988,
364,E1746100080111,旧兜小学校,石川県穴水町字曽良4-7-1,,,,37.19451,137.023453,
365,E1746100081111,曽良集会所,石川県穴水町字曽良ヌ32,,,,37.191797336726,137.01974936758,
366,E1746100084111,さわやか交流館プルート,石川県穴水町字大町ト3-3,,,,37.22838074997,136.90563121857,
367,E1746100085111,穴水中学校,石川県穴水町字大町ヌ201,1,,,37.230378578143,136.8996293869,
368,E1746100089111,来迎寺地区集会所,石川県穴水町字大町ヨ191,1,,,37.226271990972,136.89428056204,
369,E1746100090111,穴水町放課後児童福祉施設,石川県穴水町字大町ロ140-1,,,,37.226991982355,136.90830643631,
370,E1746100091111,穴水小学校,石川県穴水町字大町ロ165-1,1,,,37.227362741661,136.90750156538,
371,E1746100094111,Ｂ＆Ｇ武道館,石川県穴水町字大町ロ19,1,,,37.227621890216,136.90811616401,
372,E1746100094112,Ｂ＆Ｇ体育館,石川県穴水町字大町ロ19,1,,,37.227344251606,136.90830391864,
373,E1746100101111,住吉農村環境改善センター,石川県穴水町字中居ロ100,1,,,37.232139011146,136.94629651979,
374,E1746100103111,中居鋳物会館,石川県穴水町字中居ロ110,,,,37.232329821653,136.94646724126,
375,E1746100104111,中居地区活性化施設,石川県穴水町字中居南1-150,,,,37.228678747996,136.94467636312,
376,E1746100109111,のとふれあい文化センター,石川県穴水町字内浦5-28-3,1,,,37.223063001056,136.92200636893,
377,E1746100110111,梶・波志借集会所,石川県穴水町字波志借ロ11,1,,,37.242508820481,136.94053837947,
378,E1746100113111,比良地区集会所,石川県穴水町字比良,1,,,37.237131446407,136.96288132861,
379,E1746100116111,旧向洋中学校,石川県穴水町字比良い50,1,,,37.234497204249,136.96675826247,
380,E1746100114111,向洋小学校,石川県穴水町字比良イ24,1,,,37.234475880479,136.9514374766,
381,E1746100122111,明千寺集会所,石川県穴水町字明千寺カ70,,,,37.229503200498,137.05855082441,
382,E1746100125111,木原地区集会所,石川県穴水町字木原ろ159,,,,37.283019873975,136.96019955695,
383,E1746100124111,藤巻集会所,石川県穴水町字木原リ－３７甲,,,,37.27676877296,136.95626339294,
384,E1746100128111,由比ヶ丘会館,石川県穴水町字由比ケ丘は2-9,1,,,37.231207891417,136.92032875819,
385,E1738400001121,デイサービスセンター　アイリス,石川県志賀町給分ニ27-1,,,要配慮者のうち、町が特定した者,37.1509685309369,136.72589947665,
386,E1738400001122,特別養護老人ホーム　アイリス,石川県志賀町給分ニ27-1,,,要配慮者のうち、町が特定した者,37.1509907644622,136.725815791547,
387,E1738400002112,志賀町文化ホール,石川県志賀町高浜町カ1-1,1,,,37.0103457570766,136.775277166009,
388,E1738400002111,志賀町保健福祉センター,石川県志賀町高浜町カ1-1,1,,,37.010526954496,136.774934379739,
389,E1738400003111,志賀高等学校,石川県志賀町高浜町ノ170,1,,,37.0013359774994,136.771626858609,
390,E1738400004121,志賀町デイサービスセンター,石川県志賀町高浜町レ24-1,,,要配慮者のうち、町が特定した者,37.0075149217751,136.77226856723,
391,E1738400005111,稗造防災センター,石川県志賀町今田2-15,1,,,37.166640940161,136.782792430596,
392,E1738400006111,西浦防災センター,石川県志賀町鹿頭と122-1,1,,,37.1797714972476,136.683079410253,
393,E1738400008121,はまなす園富来デイサービスセンター,石川県志賀町酒見河原51,,,要配慮者のうち、町が特定した者,37.152591424588,136.701442908886,
394,E1738400009111,地域交流センター,石川県志賀町西山台1-1,1,,,37.0071950453655,136.799610943568,
395,E1738400010121,はまなす園デイサービスセンター,石川県志賀町赤住ハ4-1,,,要配慮者のうち、町が特定した者,37.0497653883782,136.740531735515,
396,E1738400011111,富来小学校,石川県志賀町相神に80,1,,,37.1563485748107,136.717613791111,
397,E1738400012111,志賀町総合武道館,石川県志賀町町ヘ１の1,1,,,37.0247411512664,136.76345342618,
398,E1738400013111,旧下甘田保育園,石川県志賀町二所宮ノ59-2,1,,,36.984130455927,136.808117233143,
399,E1738400014111,富来防災センター,石川県志賀町富来高田2-41,1,,,37.1437877600553,136.734204988878,
400,E1738400015111,富来中学校,石川県志賀町富来領家町ハ1,1,,,37.1447740262239,136.728851390611,
401,E1738400016111,富来活性化センター,石川県志賀町富来領家町甲10,1,,,37.1441634341959,136.725376053037,
402,E1738400017111,旧福浦小学校,石川県志賀町福浦港4-4-2,1,,,37.0774592305572,136.723508816199,
403,E1738400018121,グループホーム　あじさい,石川県志賀町仏木ク15-20,,,要配慮者のうち、町が特定した者,37.0529103306111,136.818039514427,
404,E1738400018122,介護老人保健施設　有縁の荘,石川県志賀町仏木ク15-20,,,要配慮者のうち、町が特定した者,37.0526919874849,136.818055607682,
405,E1738400019111,旧土田小学校,石川県志賀町仏木マ4,1,,,37.0549178540075,136.824423705784,
406,E1720200002111,北大呑地区コミュニティセンター,石川県七尾市庵町ウ23-2,1,,,37.040697,137.046191,
407,E1720200003111,大呑放課後児童クラブ,石川県七尾市庵町ヨ31,1,,,37.026317,137.04849,
408,E1720200004111,田鶴浜地区コミュニティセンター相馬分館,石川県七尾市伊久留町ム2,1,,,37.029418,136.889646,
409,E1720200005111,御祓地区コミュニティセンター,石川県七尾市一本杉町124,1,,,37.048276,136.961379,
410,E1720200007111,崎山地区コミュニティセンター,石川県七尾市鵜浦町下13-2,1,,,37.09718,137.046416,
411,E1720200128111,県立七尾特別支援学校,石川県七尾市下町己54,1,,,37.016603,136.93439,
412,E1720200009111,県立七尾東雲高等学校,石川県七尾市下町戊部12-1,1,,,37.01260339,136.929546,
413,E1720200010111,南部体育館,石川県七尾市下町戌17-1,1,,,37.01029786,136.9299021,
414,E1720200010112,朝日小学校,石川県七尾市下町戌17-1,1,,,37.00998087,136.9306692,
415,E1720200012111,田鶴浜地区コミュニティセンター,石川県七尾市垣吉町へ24,1,,,37.05977745,136.8949965,
416,E1720200014111,七尾市城山体育館,石川県七尾市後畠町後山4-5,1,,,37.02613,136.971205,
417,E1720200020121,小規模多機能型居宅介護施設あっとほーむコモド,石川県七尾市黒崎町へ部32,,,事前に市と施設で 特定した者（高齢者）,36.979852,137.050898,
418,E1720200019111,旧　涛南中学校,石川県七尾市黒崎町サ20-1,1,,,36.9945304,137.0519353,
419,E1720200022111,南大呑地区コミュニティセンター,石川県七尾市黒崎町関上野342-8,1,,,36.983159,137.048994,
420,E1720200023111,東湊小学校,石川県七尾市佐味町10-4,1,,,37.04707751,136.9982688,
421,E1720200024111,東湊地区コミュニティセンター,石川県七尾市佐味町ト2-3,1,,,37.048351,136.997601,
422,E1720200028111,山王小学校,石川県七尾市山王町ツ34,1,,,37.04153574,136.9743522,
423,E1720200029111,小丸山小学校,石川県七尾市小島町チ3,1,,,37.04682031,136.9534302,
424,E1720200033111,七尾総合市民体育館,石川県七尾市小島町西4,1,,,37.0438014,136.9525775,
425,E1720200034111,七尾市武道館,石川県七尾市小島町西5,1,,,37.043652,136.953459,
426,E1720200036111,県立田鶴浜高等学校,石川県七尾市上野ヶ丘町59,1,,,37.05936651,136.8832862,
427,E1720200038112,県立七尾高等学校,石川県七尾市西藤橋町エ1-1,1,,,37.04244158,136.9588461,
428,E1720200038111,県立七尾城北高等学校,石川県七尾市西藤橋町エ1-1,1,,,37.04330706,136.9595551,
429,E1720200039122,身体障害者施設青山彩光苑ライフサポートセンター,石川県七尾市青山町ろ22,,,事前に市と施設で特定した者（障害者）,37.04517613,136.9175541,
430,E1720200039121,短期入所事業青山彩光苑ライフサポートセンター,石川県七尾市青山町ろ22,,,事前に市と施設で特定した者（障害者）,37.04508194,136.9175809,
431,E1720200039123,身体障害者施設青山彩光苑リハビリテーションセンター,石川県七尾市青山町ろ22,,,事前に市と施設で特定した者（障害者）,37.04587404,136.9174307,
432,E1720200040111,和倉温泉運動公園,石川県七尾市石崎町チ32-1,1,,,37.0861186,136.9302632,
433,E1720200041111,能登香島中学校,石川県七尾市石崎町香島1-96,1,,,37.08027232,136.9277111,
434,E1720200042111,石崎小学校,石川県七尾市石崎町子40,1,,,37.07535065,136.9307696,
435,E1720200043121,特別養護老人ホームななみの里,石川県七尾市石崎町泉台1-1,,,事前に市と施設で特定した者（高齢者）,37.0827716,136.9302807,
436,E1720200044121,介護老人福祉施設千寿苑,石川県七尾市千野町に15,,,事前に市と施設で特定した者（高齢者）,37.01781444,136.9532228,
437,E1720200048111,ふれあいセンター山びこ荘,石川県七尾市多根町ハカノ谷内555-7,1,,,36.97558663,136.9608916,
438,E1720200051111,旧　高階保育園,石川県七尾市池崎町い23,1,,,37.03227177,136.9075896,
439,E1720200054111,中島お祭り資料館・伝承館,石川県七尾市中島町横田1-148,1,,,37.12917936,136.8324238,
440,E1720200055111,中島健康福祉センターすこやか,石川県七尾市中島町河崎ヌ50-1,1,,,37.10699768,136.8475366,
441,E1720200056111,旧　西岸小学校,石川県七尾市中島町外2-1,1,,,37.14846609,136.8778055,
442,E1720200057111,中島地区コミュニティセンター笠師保分館,石川県七尾市中島町笠師ミ63,1,,,37.09533354,136.8578042,
443,E1720200060121,介護老人保健施設寿老園,石川県七尾市中島町鹿島台は14-1,,,事前に市と施設で特定した者（高齢者）,37.13085316,136.8876204,
444,E1720200061121,秀楽苑デイサービスセンター,石川県七尾市中島町鹿島台は17-3,,,事前に市と施設で特定した者（高齢者）,37.13078901,136.8897876,
445,E1720200061123,特別養護老人ホーム秀楽苑,石川県七尾市中島町鹿島台は17-3,,,事前に市と施設で特定した者（高齢者）,37.13104562,136.8897769,
446,E1720200062121,七尾市生活支援ハウス白南風白南風デイサービスセンター,石川県七尾市中島町鹿島台は部14-4,,,事前に市と施設で 特定した者（高齢者）,37.131167,136.887627,
447,E1720200064111,中島地区コミュニティセンター西岸分館,石川県七尾市中島町小牧タ18-1,1,,,37.14221587,136.872366,
448,E1720200065111,中島小学校,石川県七尾市中島町上町チ26-2,1,,,37.12158291,136.8426196,
449,E1720200066112,中島地区コミュニティセンター熊木分館,石川県七尾市中島町上町ヲ113,1,,,37.12669439,136.8434716,
450,E1720200068111,中島地区コミュニティセンター釶打分館,石川県七尾市中島町西谷内ヘ98,1,,,37.1505928,136.8118985,
451,E1720200070111,中島体育館,石川県七尾市中島町中島甲63-1,1,,,37.12286802,136.8526304,
452,E1720200072111,中島文化センター,石川県七尾市中島町中島上9,1,,,37.12197596,136.8537019,
453,E1720200073111,中島釶打農林漁家高齢者センター,石川県七尾市中島町藤瀬3-122-1,1,,,37.14354,136.817944,
454,E1720200074111,中島地区コミュニティセンター豊川分館,石川県七尾市中島町豊田町ル13-1,1,,,37.10080169,136.833954,
455,E1720200127111,徳田地区コミュニティセンター,石川県七尾市中挾町リ3-1,1,,,37.01232499,136.9489551,
456,E1720200075111,高階地区コミュニティセンター,石川県七尾市町屋町ホ55,1,,,37.0327357,136.9019601,
457,E1720200076121,介護老人保健施設和光苑,石川県七尾市津向町ト107,,,事前に市と施設で特定した者（高齢者）,37.05612357,136.9553732,
458,E1720200077121,介護老人福祉施設エレガンテなぎの浦,石川県七尾市津向町ト107-4,1,,事前に市と施設で特定した者（高齢者）,37.05660569,136.9550701,
459,E1720200078121,ケアハウスアンジェリィなぎの浦,石川県七尾市津向町ト部107-4,,,事前に市と施設で特定した者（高齢者）,37.05649438,136.9551666,
460,E1720200078122,通所介護事業所エレガンテなぎの浦,石川県七尾市津向町ト部107-4,,,事前に市と施設で特定した者（高齢者）,37.05640501,136.9552467,
461,E1720200080111,西湊地区コミュニティセンター,石川県七尾市津向町松山1,1,,,37.05768562,136.9504753,
462,E1720200081111,郷橋ふれあいセンター,石川県七尾市殿町ル67,1,,,37.05059362,137.0231493,
463,E1720200082111,田鶴浜体育館,石川県七尾市田鶴浜町ニ144,1,,,37.060241,136.892649,
464,E1720200083111,健康福祉プラザさつき苑,石川県七尾市田鶴浜町ハ3,1,,,37.06234671,136.8893945,
465,E1720200084111,田鶴浜小学校,石川県七尾市田鶴浜町ホ365,1,,,37.05943238,136.8919372,
466,E1720200086121,通所介護事業所デイサービスセンターもみの木苑,石川県七尾市田鶴浜町リ27,,,事前に市と施設で特定した者（高齢者）,37.0644788,136.8881379,
467,E1720200089111,田鶴浜武道館,石川県七尾市田鶴浜町二63,1,,,37.06120195,136.8927539,
468,E1720200090111,旧　北嶺中学校,石川県七尾市湯川町3-68-2,1,,,37.0833376,137.0426073,
469,E1720200092111,七尾中学校,石川県七尾市藤橋町辰部52-1,1,,,37.037941,136.958597,
470,E1720200093111,七尾東部中学校,石川県七尾市藤野町リ1,1,,,37.02767123,136.969073,
471,E1720200097111,能登島地区コミュニティセンター,石川県七尾市能登島向田町ろ8-1,1,,,37.12605025,136.9965011,
472,E1720200096111,能登島小学校,石川県七尾市能登島向田町ロ15,1,,,37.12312104,136.9975073,
473,E1720200098112,能登島生涯学習総合センター,石川県七尾市能登島向田町五級63-1,1,,,37.12194051,136.9940151,
474,E1720200098111,能登島武道館立野,石川県七尾市能登島向田町五級63-1,1,,,37.12298819,136.9942345,
475,E1720200101121,特別養護老人ホームのとじま悠々ホーム,石川県七尾市能登島半浦町５部6-2,,,事前に市と施設で特定した者（高齢者）,37.12394261,136.9284527,
476,E1720200102121,ケアハウスビハーラの里,石川県七尾市能登島半浦町６部11-1,,,事前に市と施設で特定した者（高齢者）,37.12423773,136.9305877,
477,E1720200129121,ＬＡＢＯ,石川県七尾市白馬町70-1-27,,,事前に市と施設で協議した者（障害者）,37.020801,136.936378,
478,E1720200110112,矢田郷地区コミュニティセンター,石川県七尾市本府中町ヲ38,1,,,37.03283227,136.9692596,
479,E1720200110111,七尾市文化ホール,石川県七尾市本府中町ヲ38,1,,,37.03283227,136.9692596,
480,E1720200111111,天神山小学校,石川県七尾市本府中町天神山1,1,,,37.03158334,136.9746018,
481,E1720200114111,みなとふれあいスポーツセンター,石川県七尾市矢田新町ニ1-1,1,,,37.04963334,136.9776827,
482,E1720200117121,養護老人ホームあっとほーむ若葉,石川県七尾市矢田町２２号七株田12-5,,,事前に市と施設で特定した者（高齢者）,37.02547324,136.983108,
483,E1720200117122,特別養護老人ホーム　あっとほーむ若葉,石川県七尾市矢田町２２号七株田12-5,,,事前に市と施設で特定した者（高齢者）,37.02558888,136.9831133,
484,E1720200120121,小規模多機能型居宅介護施設サービス付き高齢者向け住宅あっとほーむレガーレ,石川県七尾市矢田町壱号261,,,事前に市と施設で 特定した者（高齢者）,37.040667,136.982996,
485,E1720200121111,和倉温泉お祭り会館,石川県七尾市和倉町2-13-1,1,,,37.086596,136.918707,
486,E1720200125111,和倉小学校,石川県七尾市和倉町ひばり3-90,1,,,37.08298126,136.9180105,
487,E1720200122111,和倉地区コミュニティセンター,石川県七尾市和倉町ク15-3,1,,,37.08551521,136.917208,
488,E1720500005111,みさき小学校,石川県珠洲市三崎町粟津ロ部10-1,,,,37.486845427535,137.33936706208,
489,E1720500010111,三崎中学校,石川県珠洲市三崎町宇治ヨ部114,,,,37.473803871575,137.34210876653,
490,E1720500011111,三崎公民館,石川県珠洲市三崎町宇治ヨ部114-13,,,,37.474055650854,137.34175703306,
491,E1720500013121,みさきデイサービスセンター,石川県珠洲市三崎町宇治ヲ部7,,,高齢者,37.468351955337,137.341176465782,
492,E1720500021111,金沢大学能登学舎（旧小泊小学校）,石川県珠洲市三崎町小泊33-7,1,,,37.451090823215,137.35899434336,
493,E1720500022122,美笑苑,石川県珠洲市三崎町小泊ト部3-1,,,高齢者,37.455076,137.357179,
494,E1720500026111,旧本小学校体育館,石川県珠洲市三崎町本17-47,1,,,37.466961795072,137.32168286741,
495,E1720500028111,若山小学校,石川県珠洲市若山町古蔵１１部100-1,,,,37.456533093673,137.2426803521,
496,E1720500030111,若山公民館,石川県珠洲市若山町古蔵寅部60-1,,,,37.456719494083,137.24143594482,
497,E1720500033111,旧上黒丸小学校,石川県珠洲市若山町上黒丸１０部34,,,,37.453589068193,137.16931935704,
498,E1720500034121,波の花デイサービスセンターサテライト,石川県珠洲市若山町上黒丸４字29-4,,,高齢者,37.4528368454837,137.171460046165,
499,E1720500037111,上戸公民館,石川県珠洲市上戸町寺社２字57-1,,,,37.427500392519,137.25136003969,
500,E1720500039111,上戸小学校,石川県珠洲市上戸町寺社５字74-2,,,,37.427109915298,137.24989899281,
501,E1720500047111,正院公民館,石川県珠洲市正院町正院２２部2-1,,,,37.444005836784,137.29413253632,
502,E1720500050111,正院小学校,石川県珠洲市正院町川尻１部39,,,,37.4455253645,137.29630704525,
503,E1720500053111,旧飯塚保育所,石川県珠洲市正院町飯塚は部57,,,,37.45987157534,137.28696773094,
504,E1720500058111,日置公民館,石川県珠洲市折戸町チ部34,,,,37.525433808495,137.28134383261,
505,E1720500064121,波の花デイサービスセンター,石川県珠洲市大谷町１字11-4,,,高齢者,37.5002607887968,137.173762594804,
506,E1720500065111,大谷小中学校,石川県珠洲市大谷町１字78,,,,37.500099160177,137.1762999914,
507,E1720500068111,大谷公民館,石川県珠洲市大谷町２字57-4,,,,37.501637771281,137.17406814679,
508,E1720500074111,蛸島公民館,石川県珠洲市蛸島町ヨ部139,,,,37.442973953959,137.31643702033,
509,E1720500076111,蛸島小学校,石川県珠洲市蛸島町ワ部69,,,,37.442959285985,137.31330381575,
510,E1720500085111,飯田公民館,石川県珠洲市飯田町１０部20-2,,,,37.439704104553,137.26324017247,
511,E1720500090111,飯田小学校,石川県珠洲市飯田町１９部61,,,,37.439908251877,137.25944326495,
512,E1720500120111,七尾特別支援学校珠洲分校,石川県珠洲市宝立町鵜飼6-20,1,,,37.403755,137.238205,
513,E1720500094111,宝立公民館,石川県珠洲市宝立町鵜飼卯部46,,,,37.40149007239,137.23930215746,
514,E1720500096111,宝立小中学校,石川県珠洲市宝立町鵜飼丑部83,,,,37.403228739069,137.23768210322,
515,E1720500098121,第三長寿園,石川県珠洲市宝立町鵜飼子字36-4,,,高齢者,37.4050301576571,137.239275630697,
516,E1720500100111,旧宝立小学校体育館,石川県珠洲市宝立町鵜島４字30,,,,37.396712693531,137.23662205819,
517,E1720500104121,長寿園,石川県珠洲市宝立町春日野４字117,,,高齢者,37.4112587996869,137.24031823764,
518,E1720500109111,飯田高等学校,石川県珠洲市野々江町1-1,1,,,37.446823,137.26718,
519,E1720500111111,緑丘中学校,石川県珠洲市野々江町６の部1,,,,37.445801916247,137.27286413945,
520,E1720500113111,直小学校,石川県珠洲市野々江町ニ部38-2,,,,37.443953870939,137.28169860789,
521,E1720500115111,直公民館,石川県珠洲市野々江町ホ部80-1,,,,37.443818527888,137.28012021231,
522,E1720300001111,芦城中学校,石川県小松市芦田町2-69,,,,36.404322693479,136.443116894438,
523,E1720300005111,西部地区体育館,石川県小松市安宅町安宅林4-112,,,,36.4158823515846,136.421855468122,
